gatherings	original_extent	final_pagecount	Count
8vo	[14], 98, 105-140 p.	154	   1
2fo	1 sheet ([2] p.?)	2	   1
4to	[4], 87 [i.e. 89], [3] p.	96	   1
4to	[12], 152 p.	164	   1
4to	[4], 8, [4] p.	16	   1
2fo	4; 7,[1] p.	12	   1
8vo	[8], 152, 161-315, [1] p.	324	   1
4to	[16], 228, 215, [17] p.	261	   1
2fo	[20], 5-144, 153-572 p., 573-574 leaves, 575-576 p., 577-578 leaves, 579-728 p., 729-732 leaves, 733-943, [1], 24 p.	964	   1
8vo	[12], 110, [4], 129-235, [17] p., [1] leaf of plates	270	   1
4to	[8], 40 p., [1] leaf of plates	50	   1
4to	[4], 29, [3] p.	36	   1
8vo	[8], 206 p., [1] leaf of plates	216	   1
12mo	[134], 327 [i.e. 325], [3] p.	462	   1
8vo	[16], 144, 161-288, 273-317, [3] p.	336	   1
2fo	[42], 186, [4], 160, 163-515, [43] p.	604	   1
4to	[2], 25, [3], 9, [1], 24 p.	31	   1
8vo	[2], xi, [1], 116, [2] p.	132	   1
4to	[6], 154 p.	160	   1
4to	8, 7-30 p.	30	   1
12mo	[16], 76 p., [1] leaf of plates	94	   1
4to	[8], 26 p., [2]	36	   1
8vo	iv, 38 p.	42	   1
2fo	[12], 23, [22], 24-711 p., [1] folded leaf of plates	745	   1
2fo	[10], 266, [6] p.	282	   1
4to	[6], 36, [2] p.	44	   1
2fo	[16], 911, [1] p., [5] leaves of plates	938	   1
4to	[12], 96 p.	108	   1
2fo	[8], 55, [5], 151, [1], 173-356, [10], 36 p.	380	   1
4to	[4], 4, 3-10 p.	14	   1
8vo	[8], 168, 208 p.	216	   1
2fo	[8], 89, [3], 336, [16] p.	363	   1
4to	[46], 103, [1] p.	150	   1
2fo	52 p.	52	   1
8vo	[2], 142, 147-162, 159-185, [13] p.	200	   1
8vo	[6], 41, [1] p.	48	   1
8vo	[24], 405, [9] p.	438	   1
8vo	[24], 405, [3] p.	432	   1
8vo	[20], 93, [3] p., [4] leaves of plates	124	   1
NA	[4], 44 p.4⁰.	4	   1
8vo	[40], 479, 478-542, 553-611, [5] p.	656	   1
4to	[16], 24 p.	40	   1
4to	53, 52-53, [1] p.	54	   1
2fo	[18], 256, 259-325, [1] p., [12] leaves of plates	368	   1
12mo	[10], 14, 13-132, 125-388, 387-487, [19], 96, 95-373, [17], [1] plate	535	   1
4to	[4], viii, 22, [2] p.	36	   1
4to	[6], xxii, 138 p.	166	   1
4to	[12] p., 160 col., 36, [2] p.	50	   1
2fo	[38], 88, 151-370, 375-398 p., [11] leaves of plates	458	   1
8vo	[32], 395, [5] p.	432	   1
4to	[8], 112, 115-256, [3], 258-351, [35]; [2], 58, [4] p.	461	   1
8vo	[2], 161 [i.e. 177], [1], 73, [5] p.	185	   1
8vo	[24], 331, 342-434, [24] p.	482	   1
4to	[8], 45, [3], 41, [1] p.	57	   1
8vo	[16], 103, [1] p.	120	   1
4to	[8], 72, 71-110	118	   1
4to	60 [i.e. 8] p.	8	   1
4to	[8], 46, [2], 40, 56, 55, [1], 24, [2], 43-94, [10], 148, 24, 64 p.	171	   1
8vo	[12], 339, [1] p.	352	   1
2fo	[8], lxiv, lxxvii-lxxix, [1], 384, 485-510, 411-572, 651-817, [17] p., [1] leaf of plates	924	   1
4to	[2], 7, 10-24 p.	26	   1
4to	[24], xcvi, 401, [3], 116 p.	524	   1
4to	[14], 42 p.	56	   1
8vo	219, [1] p.	220	   1
2fo	63 parts	4	   1
8vo	[16], 152, 151-182, [24] p.	222	   1
8vo	[16], 167, [1] p., [1] leaf of plates	186	   1
4to	[6], 33 [i.e. 32] p.	38	   1
8vo	[48], 150, [2] p., plate	202	   1
2fo	[8], 720, [4] p., [4] leaves of plates (2 fold)	740	   1
8vo	[24], 355, [33], 48, 45-178 p., [8] leaves of folded plates	412	   1
4to	8, 7-22, [24] p.	46	   1
8vo	50, 54 p.	54	   1
12mo	[14], 201 p., [1] leaf of plates	217	   1
4to	[1], 146-152 p.	8	   1
2fo	[2], 9, [3], 17-20 [i.e. 21], [1] p.	27	   1
8vo	[22], 118, [4] p., [1] leaf of plates	146	   1
2fo	[44], 700, [22] p.	766	   1
8vo	[6], 109, [19] p.	134	   1
4to	[18], 4, 39-157, [1] p.	176	   1
4to	[28], 247, [1] p.	276	   1
4to	[14], 182, 191-374, 171-185, 386-402, [16] p., [1] leaf of plates	434	   1
2fo	[22], 266, [6] p., [2] leaves of plates (one folded)	298	   1
8vo	[8], 6, 5-55, [1] p., [3] plates (1 folded)	70	   1
8vo	[10], 181, [1], 176 p.	192	   1
12mo	[5], 19, 21-67, [1] p.	73	   1
4to	[4], 80 [i.e. 78], [2] p.	84	   1
4to	[8] p., 1 leaf of plate	10	   1
2fo	[12], 73 [i.e. 74], [6] p.	92	   1
4to	[4], 36, [11], 40-168 p.	183	   1
8vo	[8], 111, [1] p.	120	   1
4to	[2], 6, 423-438 p.	440	   1
4to	[4], 39, [1] p., [1] leaf of plates	46	   1
2fo	4 [i.e. 8] p.	8	   1
12mo	[16], 162, [2] p.	180	   1
2fo	[16], 168, [2], 84, [2], 85-196 p.	216	   1
8vo	[6], 152 p.	158	   1
8vo	[8], 104, [8] p.	120	   1
2fo	[10], 601, [23] p., [46] leaves of plates (some folded)	726	   1
2fo	[8], 13 [i.e. 9], 12-30, 33-70, 73-144, 149-300, 317-368, 16, 13-100, 105-144, 149-258, 257 [i.e. 261]-354, 232, [4], 60 p., [1] leaf of plates	382	   1
4to	[18], 6, 9-64, [4] p.	86	   1
2fo	1751-1753, [1] p.	4	   1
8vo	[16], 307, [1], pp. 305-308, 309-684 p.	701	   1
4to	[2], 2-4, 4-8 [i.e. 6] p.	8	   1
4to	18, [14] p.	32	   1
12mo	[10], 264 [i.e 364], [20] p., [2] leaf of plates, 1 folded	398	   1
2fo	[12], 471, [1] p.	484	   1
4to	[2], 45, [1] p., folded plate	50	   1
4to	[10], 369, [1] p.	380	   1
8vo	[16], 135 [i.e. 134], 137-209, [15] p.	240	   1
4to	[2], 32, [5], 16, 16, [1], 16, [2], 21, [1] p.	43	   1
4to	[6], 36, [2], 33-44 p., [1] leaf of plates	54	   1
4to	[14], 132; [8], 7-12; [2], 88 p.	250	   1
8vo	[4], 160 p., [1] folded leaf of plates	164	   1
8vo	[8], 195 [i.e. 209], [7] p.	224	   1
4to	3,6-7 [1]p.	7	   1
2fo	[12], L, [8], 8 p., 9-2296 col., [2] p., 2311-2768 col., [201] p.	3041	   1
8vo	[14], 243, [13] p., [9] leaves of plates (8 folded)	288	   1
12mo	[2], 220 p.	222	   1
4to	[8], 32, [8], 40-44, [3] p.	63	   1
8vo	[54], 37, [1], 208, 205-234, [2] p.	291	   1
2fo	[45] leaves of plates	90	   1
4to	[2], 106 p.	108	   1
8vo	[8], 120 p., [1] leaf of plates	130	   1
4to	[4], 28, [4] p.	36	   1
4to	[2], 6 [i.e. 12] p.	14	   1
2fo	[12], LXX, [2], 128, [8] p., [2] leaves of plates	224	   1
12mo	[12], 192, 217-300 p.	312	   1
2fo	[4], 723, [1] p., [41] leaves of plates	810	   1
4to	[2], 19, 19-20, [1] p.	23	   1
4to	[2], 9-16, 9-16, 25-32, 23-30 p.	34	   1
4to	[16], 32, 49-302 p.	318	   1
2fo	[14], 307, [1], 261-482, [2] p.	499	   1
12mo	[8], 144, 135-422, p.325, 426-461, [1] p., [2] leaves of plates	474	   1
2fo	[12], 68, [4], 25, [5], 27-55, [1], 156 p., [1] leaf of plates	180	   1
12mo	[8], 275, [1] p.	284	   1
12mo	[8], 144 p.	152	   1
2fo	[4], 260 p., [12] leaves of plates	288	   1
4to	[12], 92; [8], 24 p., [1] leaf of plates	138	   1
2fo	[12], 573, [23] p.	608	   1
8vo	[4], 109, [3] p.	116	   1
4to	[2], 50, 8 p.	52	   1
2fo	[20], 64, 67-82, [4], 83-114, 113-184, 187-262, [14], 265-266, 265-599, [11] p., [2] leaves of plates	652	   1
2fo	[2], 17, 1 p.	19	   1
2fo	[2], 37, [1] p.	40	   1
8vo	[8], 303, 302-411, [1] p., [1] leaf of plates	422	   1
8vo	[10], 249, [15] p.	274	   1
8vo	[14], 110, [4], 129-235, [17] p.	270	   1
2fo	[12], 408, [24], 409-1149, [15] p., [2] leaves of plates	1204	   1
NA	8 p. ;4⁰.	8	   1
2fo	[12], 96, 197-232, 133-385, 384-454, 457-504, 405-430, 433-466, 447-406 [i.e. 506], [4], 507-546, 457-458, [50] p.	612	   1
8vo	[4], 73, [1] p.	78	   1
8vo	[20], 138, 155-170, 161-240, [24], 216 p., [9] leaves of plates (8 folded)	302	   1
4to	45 [i.e. 55], [1] p.	56	   1
8vo	[16], 232, 321-376 p.	392	   1
8vo	[4], 152, [4] p.	160	   1
8vo	[16], 181, 183-184, 186-187, 189-190, 192-312 p., [5] leaves of plates	338	   1
12mo	[12], 286, [2] p.	300	   1
12mo	[28], 188 p.	216	   1
2fo	[18], 247, [1] p.	266	   1
12mo	[24], 236, [2] p., [1] leaf of plates	264	   1
2fo	[4], 8, 24 p.	28	   1
8vo	[8], 328 p., [2] leaves of plates	340	   1
2fo	[50], 456, [4] p., [2] leaves of plates	514	   1
4to	[2], 24, 33-40, 33-78 p.	80	   1
4to	[2], 20, 23-43, [3] p.	48	   1
4to	[10], 27, [1] p.	38	   1
2fo	[12], 332, [4], 96, 95-115, [3] p., [4] leaves of plates	359	   1
2fo	100, [32] p.	132	   1
2fo	[40], 689, [11] p.	740	   1
4to	[2], xciv, [8], 88, 91-450 p.	554	   1
NA	[2], 82 p.	84	   1
4to	[22], 378, [10] p., [19] leaves of plates	448	   1
4to	[10], 59, [1] p.	70	   1
2fo	[14], 181, [1], 163, [1], 108, 163, [37] p.	234	   1
4to	[8], 78 p.	86	   1
2fo	[16], 247, [1] p.	264	   1
12mo	[6], xlviii, [6], 336 p.	396	   1
4to	[10], 34, [2], 34, [2], 38, [2], 34, [2], 24, 33-40, p. 35, p. 34, [2], 34, [2], 34, [2], 34, [2], 34, [2], 34, [2], 34, [2], ii, 40 p.	74	   1
4to	[2], 19 [i.e. 17], [3] p.	22	   1
2fo	[92], 96 p., 97-107, leaf 107, 108-133 leaves, 117-1307, [1] p.	1400	   1
4to	[20]	20	   1
4to	[4], 20 [i.e. 26], [2] p.	32	   1
8vo	[18], 176 p., 176-177 leaves, 177-348, [1], 11, [16] p.	383	   1
2fo	[14], 587, [1], 582, [10] p.	612	   1
4to	[24], 70, [6], 71-156, [2], 157-170, [2] p.	204	   1
2fo	[12], 112 p., 113-120 l., 121-568 p., 569-604 l., 605-913, [15] p.	940	   1
8vo	[8], 57, 54-226, [26] p., [1] leaf of plates	262	   1
12mo	[24], 405, [97] p.	526	   1
4to	13, 12-13, 13, 15-18 p.	18	   1
2fo	[22], 1002, [18] p.	1042	   1
8vo	2 v. ([16], 258, [2], 176, 102, [2] p., folded plate)	280	   1
4to	2 v. ([18], xi, xii-lxxxiv, [4], 80, 101-396, 389-482, 401-567, [17]; [4], xxxv, [1], 168 p., 169-175 [i.e. 184] leaves, 201-424, 301-540, 401-561, [15] p.)	1306	   1
4to	[4], 4, p. 4, 10-15, [1] p.	20	   1
4to	[2], 37, [1] p., [1] plate	42	   1
4to	[2], 4, 7-6 p.	9	   1
8vo	[10], 75, [1], 184 p.	195	   1
2fo	[6], 40, [8], 41-156, 153-236 p.	250	   1
8vo	[32], 319, [1]; 386, [6] p., [5] leaves of plates	754	   1
8vo	[16], 56, 49-93, [1] p.	110	   1
4to	12 [i.e. 8 p.]	8	   1
2fo	[8], 746, [6] p.	760	   1
8vo	[32], 376 p.	408	   1
4to	[8], 110 p.	118	   1
4to	[2], XII, [8], 656, [2] p.	680	   1
12mo	[6], 201, 222-223, [9] p., [1] leaf of plates	240	   1
4to	[2], 12 , [2] p.	16	   1
4to	[14], 79, 88-172, [2] p., [1] leaf of plates	190	   1
8vo	[10], 3-136, [8] p.	152	   1
4to	[4], 32, 25-104 p.	108	   1
8vo	[8], 84, 81-140 p., [1] leaf of plates	150	   1
8vo	93, [1] p.	94	   1
4to	[18], 66 p.	84	   1
2fo	[18], 211, [3], 205-440 p.	461	   1
4to	[8], 160, 165-244 p.	252	   1
8vo	[16], 192, 195-426, [32] p.	474	   1
4to	16, 39-46, 23-46 p.	46	   1
4to	[4], ix, [1], 65, [1] p.	80	   1
2fo	[4], 17, [1] p.	22	   1
2fo	[14], 502, 501-708, [2] p., [1] leaf of plates	726	   1
4to	56 p., folded plate	58	   1
2fo	[4], 263, [1] p.	268	   1
4to	[4], 48, 57-59, [1] p.	64	   1
4to	[2], 40, [8] p.	50	   1
4to	[4], 21, [3] p.	28	   1
8vo	[80], 149, [59] p.	288	   1
8vo	[8], 157, 164-614, 609-720, 719-975, p. 974, [38] p.	1021	   1
4to	[2], 8, [1], 9-37 p.	40	   1
4to	[1], 2, 2-3, p. 5, [2] p.	6	   1
8vo	[8], 136, 145-295, [1] p.	304	   1
4to	[8], 211, [1] p., [1] leaf of plates, folded	222	   1
8vo	[8], 277, [3] p., [1] leaf of plates	290	   1
12mo	[12], 203, [13] p.	228	   1
2fo	[16], 263, [1] p.	280	   1
4to	[8], 36, 41-119, [1] p.	128	   1
8vo	[8], 104 p.	112	   1
4to	[2], 36 [i.e. 38] p.	40	   1
2fo	[124], 895, [1]; [2], 551, [1], 131, [1]; [2], 959, [45] p., [5] leaves of plates	2591	   1
8vo	[32], 148, [4] p., [2] leaves of plates (1 folded)	188	   1
2fo	[4], 84; 3, [1]; 4, [6]; 11, [1] p.	114	   1
2fo	[12], 373, [33] p.	418	   1
8vo	[4], 8 p.	12	   1
8vo	[80], 288, 291-306 p.	386	   1
4to	[4], 4, 39-157, [5] p.	166	   1
8vo	[16], 88, 136, [8] p., [1] leaf of plates	162	   1
8vo	[10], 529, [1] p.	540	   1
4to	[10], 30 p.	40	   1
4to	26 [2] p.	4	   1
2fo	[50], xviii, 280 p., 281-284 leaves, 285-287, 188-423, 428-632, [16] p.	716	   1
4to	[24], 519, [1] p.	544	   1
2fo	[4], 307, [1], 313-552 p.	557	   1
12mo	[4], 210, [2] p.	216	   1
8vo	xv, [1], 213, [19] p.	248	   1
12mo	[4], 192 p.	196	   1
4to	[16], 80 p.	96	   1
8vo	[8], 96 p., [1], 61 plates (4 folded)	227	   1
8vo	[26], 112, 143-362, [2], 126 p.	390	   1
12mo	[70], 192, 209-376, [24], 359, [25], 359, [25], 359, [25], 359, [25], 356, [26], 357, [27], 357, [1] p., [1] leaf of plates	626	   1
4to	8, 7-156, [2] p.	158	   1
8vo	[38], 274 p.	312	   1
12mo	[10], 241, 226-465, [17] p., folded leaf	492	   1
4to	[22], 205, [1] p.	228	   1
8vo	[6], xii, 246 p.	264	   1
12mo	[16], 381, [59] p.	456	   1
12long	24 leaves	48	   1
12mo	[4], 231, [3] p.	238	   1
12mo	[2], 178, [10+] p., [2] leaves of plates	194	   1
8vo	[20], 80 p.	100	   1
8vo	[16], 32, 49-302 p.	318	   1
8vo	[8], 260, [2] p.	270	   1
4to	[10], 24, [2] p.	36	   1
8vo	[24], 120 p.	144	   1
4to	[8], 256, [2], 257-351, [39] p.	400	   1
4to	[40], 112, 111-114 p.	154	   1
4to	[12], 28 p.	40	   1
8vo	[12], 127, [17], 145-250, [12], 263-408, [18], 409-466, [16], 467-547, [25], 549-602, 503-566, 667-695, 694-695, [1] p.	796	   1
4to	[10], 80, 93-192, [4], 72, [2], 18, [8] p., [2] leaves of plates, 1 folded	220	   1
2fo	[8], 60 p.	68	   1
12mo	[4], 217, [7] p.	228	   1
8vo	[192], 422 p.	614	   1
4to	12, 27, [1] p.	28	   1
8vo	[24], 169, [5] p.	198	   1
12mo	223, [1] p.	224	   1
2fo	[8], 636 [16] p., [1] leaf of plates	10	   1
8vo	[8], 228, [2], 229-302 p.	312	   1
NA	[2], 2 p.	4	   1
8vo	[6], 125, [3] p.	134	   1
12mo	[4], 260 p. [2] leaves of plates	4	   1
4to	16; [2], 26, [8], 31-38 p.	64	   1
8vo	[16], 312, [8] p.	336	   1
8vo	[8], 134, [2] p., [1] folded leaf of plates	144	   1
4to	[8], 256, [2], 257-351, [35]; [2], 58, [4] p.	460	   1
NA	[6], 75, [10] p.	91	   1
8vo	[20], 162, [2] p.	184	   1
12mo	276, [12] p.	288	   1
4to	[10], 104, [6] p.	120	   1
8vo	[34], 42, [2] p.	78	   1
8vo	[48], 352, 351-459, [3] p.	510	   1
4to	[2], 7 [i.e. 5] p.	7	   1
4to	[2], 14, 17-26, [2] p.	30	   1
8vo	[6], 200, 128, 125-396; 41, [7] p., [1] leaf of plates	452	   1
8vo	[8], 252, [2], 40, [2], 134, [2] p.	266	   1
8vo	102, 17, [1] p.	103	   1
2fo	[2], 6, 9-11, [1] p.	14	   1
12mo	[12], 280, [5] p.	297	   1
4to	[6], 44 p.	50	   1
8vo	[8], 48, 61, [1] p.	70	   1
2fo	[8], 456, p. 463, 462-526, 525-604, [18] p., [1] leaf of plates	632	   1
8vo	[8], 32; 199, [1] p.	240	   1
2fo	[8], 776, 817-1186, 1185-1537, [73] p.	1618	   1
NA	[14], 268, [2], 188, [8] p.2⁰.	284	   1
8vo	[16], 237, [3] p.	256	   1
8vo	[24], 452, [18] p.	494	   1
NA	[1], 6 [i.e. 7] p. ;4⁰.	8	   1
4to	[10], 106 p.	116	   1
8vo	184, [8] p., [1] leaf of plate	194	   1
12mo	[8], 171, [1] p.	180	   1
8vo	[16], 189, [3], 80, 85-196, 167-181, p. 180, 213-276, 40 p.	295	   1
2fo	[18], 252, 257-464 p., [1] folded leaf of plates	482	   1
8vo	[2], 485, [13] p.	500	   1
4to	[4], 47, [7] p.	58	   1
4to	[4], 28, 23-57, [1] p.	62	   1
8vo	[6], 64, 53-84, 113-144, 129-184 p., [1] leaf of plates	192	   1
12mo	[24], 356 p.	380	   1
12mo	[24], 376 p.	400	   1
8vo	[6], 90 p.	96	   1
4to	[4], 46 p.	50	   1
2fo	2 [i.e., 4] p.	4	   1
4to	[20], 32 p.	52	   1
8vo	[16], 368, 371-550 p., 551-552 leaves, 553-554 p., 563-722 p., 723-746, 749-763, 754-768, *767-*768 leaves, 769-864, [34] p., [38] plates	990	   1
4to	[14], 39, 38-42, [2] p.	58	   1
12mo	[4], 128, [4] p.	136	   1
8vo	[32], 319, [1]; 386, [6] p., [5] plates	754	   1
2fo	[4], 36, 41-71, [1], 69-240, p. 376, 368-379, [1], 383-391, 396-428, 425-468 p.	474	   1
NA	[4], 24 p.	28	   1
NA	[2] , 6 p.	8	   1
4to	[2], 0 [i.e. 10] p.	12	   1
8vo	[2], 129, [1] p.	132	   1
8vo	[16], 184, 209-360 p., [4] leaves of plates	384	   1
NA	[6], 92 p.	98	   1
2fo	[8], 12 p.	20	   1
8vo	[24], 303, [13] p.	340	   1
8vo	[12], 159, [17] p.	188	   1
12mo	[2], 258 p.	260	   1
2fo	[2], 37, [3] p.	42	   1
4to	[[8], 256, [2], 257-351, [35]; [2], 58, [4] p.	460	   1
8vo	[20], 162, [2] p., [1] leaf of plates	186	   1
4to	[6], 22, [2], 43, [5], 14, 17-29, [3], 60, [4], 38 p.	80	   1
8vo	[9], 196 [i.e. 200], 96 [i.e. 98], 2 leaves of plates	213	   1
4to	[48], 8, 172, 185-320, 361-588, [8] p., [1] leaf of plates	646	   1
8vo	[8], 256, [2] p.	266	   1
2fo	[2], 23 [i.e. 40], [2] p.	44	   1
24long	[8], 226, [6] p., [2] leaves of plates	244	   1
NA	[4], 24 p. ;4⁰.	28	   1
4to	[16], 55, [1]; [4], 64, [4] p.	144	   1
12mo	[12], 250, [2] p.	264	   1
8vo	[4], 87, [1] p.	92	   1
8vo	[2], 313, [4] p.	319	   1
12mo	[12], 371, [25] p.	408	   1
NA	[6], 839, [8] p.	853	   1
8vo	[8], 158, [2] p.	168	   1
4to	[4], 129, [1] p.	134	   1
4to	[8], 62, [2] p.	72	   1
4to	[6], 176 p.	182	   1
4to	[26], 210, [2] p., [1] leaf of plates	240	   1
4to	[4], 5-31, [1] p.	32	   1
8vo	[2], 348, [10] p.	360	   1
8vo	[8], 359, [1] p.	368	   1
4to	22, [i.e 21] p.	43	   1
4to	[6], 76; [4], 19, [1] p.	106	   1
8vo	[4], 21, [1] p.	26	   1
2fo	[2], 2, 5-16 p.	18	   1
2fo	[4], 3, [1] p.	8	   1
4to	24, 13, [1], 25-40 p.	41	   1
8vo	[20], 176 p., 176-177 leaves, 177-348, [1], 11, [16] p.	385	   1
8vo	[8], 196 p.	204	   1
4to	[2], 54, [2] p.	58	   1
4to	[8], 24, 29-52, 57-80, 12p.	88	   1
12mo	[8], 190, [6], 191-213, [21] p.	248	   1
12mo	[12], 406, [2] p.	420	   1
8vo	[6], 208, 107-154, 255-302, [16] p., [1] leaf of plates	326	   1
12mo	[4], 187, [1] p., [1] folded leaf of plates	192	   1
8vo	[2], 169, [5] p.	176	   1
8vo	[16], 77, [3] p.	96	   1
4to	[2], 29 [i.e. 39], [3] p.	44	   1
4to	[8], 144, 141-164 p., 165-167 leaves, [1], 168-230, [2] p.	241	   1
4to	[1], 6 p.	7	   1
8vo	[8], 104, 97-105, 108-194, 177-316, [4] p.	328	   1
2fo	[4], 12, [4] p.	20	   1
4to	[2], 17, p. 2, 5-7, [1] p.	20	   1
8vo	[1], 10 [i. e. 8] p.	9	   1
4to	[2], 20 [2] p.	2	   1
NA	[12], 112, 111-140 p. ;c8⁰.	152	   1
8vo	[14], 191, [18] p.	223	   1
12mo	[4], 232, [4] p., [6] leaves of plate	252	   1
4to	viii, 23, [1] p.	32	   1
4to	[4], 31 p.	35	   1
4to	[6], 79, p. 82, 91-93 [1] p.	99	   1
2fo	[6], 12, [2] p.	20	   1
NA	[4], 47 p.	51	   1
4to	[2], 43 [i.e. 51], [3] p.	56	   1
2fo	[20], 290, [12] p.	322	   1
4to	[16], 72, 81-96, 89-92, 97-115, [1] p.	132	   1
12mo	[24], 376, [2] p.	402	   1
8vo	[68], 110, [14] p.	192	   1
12mo	[4], 84 p., 85-89 l., 90-91 p., 92-94 l., 95-132, 135-146, 145-216, 205-240 p., [2] leaves of plates	248	   1
8vo	[24], 320, [2], 321-444, [4] p., [1] leaf of plates	476	   1
4to	[8], 178, [6] p.	192	   1
8vo	[2], 66, [2] p.	70	   1
4to	[4], 12, 23, [1] p.	28	   1
4to	30, [2]; [4], 20 p.	56	   1
2fo	1 sheet (4 [i.e. 2] p.)	2	   1
8vo	[12], 4, [2], 5-9, [1], 10-16, [1], 17-20 [2], 21-23 [1], 24-25, [2], 26-27, [2], 28-30, [1], 31-32, [4], 35-36, [2], 37-40, [2], 41-44, [2], 45-48, [2], 49-54, [2], 55-59, [1], 60-62, [5], 65-67, [1], 68-70, [1], 71-125, [1] p., [1] leaf of plates	171	   1
4to	[2], 33, [1]; 1, 24-50 p.	86	   1
2fo	[12], 84, 89-460, [12] p.	484	   1
8vo	[32], 661, [3] p., [1] leaf of plates	698	   1
4to	[8], 156, [2], 153, 156-157, 156-157, 160-391, 92, 375-381, 381, [32]; 57, [3] p.	493	   1
4to	[8], 112, 115-256, [3], 258-351, [35]; [2], 57, [1], p. 58, [3] p.	460	   1
4to	5, 4-21, [5] p.	26	   1
4to	[4], 1, 6-7, [1] p.	12	   1
4to	[1], 5 p.	6	   1
4to	32t p.	4	   1
12mo	106, [2] p.	108	   1
2fo	[26], 227, [1], 233-421, [9], 368, 365-416, [4], [10] leaves of plates	481	   1
4to	[8], 40, 49-62, [2] p.	72	   1
8vo	[20], 60, 145-165, 167-168, [1] p.	189	   1
4to	[4], 98, 95-100 p.	104	   1
NA	[3], 27 p.	30	   1
4to	[59] p.	59	   1
4to	9 p.	9	   1
8vo	[12], 85, 74-75, 87-88, 78-79, 90-91, 82-83, 94-124, [2] p.	138	   1
4to	[2], 6, 16, 9, [1] p.	19	   1
12mo	[12], 179, [1] p.	192	   1
8vo	[32], 500, [12] p.	544	   1
2fo	[6], 36, 41-71, [1], 69-240, p. 376, 368-379, [1], 383-391, 396-428, 425-468, [8], 156, 151-255, 260-382, 379-382, 379-470, 481-499, [1] p.	516	   1
8vo	[8], 175, [17] p.	200	   1
4to	[8], 26, [6] p.	40	   1
4to	[8], 19, [3] p.	30	   1
12mo	168, 215-286 p.	286	   1
8vo	[4], 339, [5] p.	348	   1
4to	8, 7-21, [1] p.	22	   1
8vo	[12], 116, [14] p.	142	   1
4to	[1], 5, [1] p.	7	   1
4to	[1], 25 p.	26	   1
8vo	64, 95-110, 8, 328, 208, 205-235, [1] p.	329	   1
NA	8, 7-14 p.	14	   1
4to	[6], 60, 65-112 p., [2] folded leaves of plates	118	   1
4to	[8], 44, [4] p.	56	   1
8vo	[4], 311, [25] p.	340	   1
12mo	[22], 192 p., folded plate	216	   1
8vo	[8], 68, 160 p., [1] leaf of plates	170	   1
8vo	[30], 333, [1] p.	364	   1
4to	[102], 104, [2], 76, [8], 160, 169-402, [2] p.	516	   1
2fo	[4], 35, [1], 22, 16, 25-55, [1], 55, [1], 65-126 p.	133	   1
4to	15 [i.e.13] p.	13	   1
8vo	[24], 320, 444, [4] p., [2] leaves of plates	476	   1
8vo	[12], 83, [1] p.	96	   1
8vo	[8], 259, [1] p.	268	   1
4to	[4], 27, [9] p.	40	   1
12mo	[22], 305, [13] p.	340	   1
4to	[12], 92 p., [1] leaf of plates	106	   1
12mo	[4], 227, 252-274, 277-294, 297-386, [10] p.	400	   1
NA	166 p.	166	   1
4to	[2], 2, 3, [1] p.	6	   1
12mo	[4], 190, [6] p., [1] leaf of plates	202	   1
12mo	[4], 177, [11] p., [1] leaf of plates	194	   1
NA	9 p.	9	   1
12mo	[24], 400 p.	424	   1
8vo	[11], 100, 32 p.	111	   1
8vo	[40], 16, [32] p.	88	   1
2fo	[6], xxxiv, [4], 115, [1], 36, 19, [3], 4 p.	163	   1
4to	[8], 256 p., [1] leaf of plates	266	   1
8vo	[2], 107, [1] p.	110	   1
4to	[2], ii, 40 p.	44	   1
12mo	[4], 232 [i.e. 206], [6] p., [4] leaves of plates	224	   1
4to	1679 p. in various pagings.	1679	   1
8vo	[8], 272, 271-277, [1] p.	286	   1
NA	[12], 65, [1] p.	78	   1
8vo	[2], 197, [1] p.	200	   1
8vo	[16], 96, 129-248 p.	264	   1
8vo	[12], 195, 296-342, [2]; [16], 237, [3] p., [7] leaves of plates	626	   1
2fo	[12], 516 p.	528	   1
2fo	[8], 159, [13] p.	180	   1
4to	[2], 94 p.	96	   1
4to	49 p.	49	   1
NA	589 p. in various pagings.	589	   1
12mo	[24], 430, [2] p.	456	   1
8vo	[40], 351, [1] p.	392	   1
8vo	[2], 46 p., [1] leaf of plates (folded)	50	   1
12mo	[36], 528, 527-548, [2], 116, [4] p., [1] plate	592	   1
8vo	[14], 208, 205-210, [2] p.	226	   1
8vo	[16], 371, [13] p.	400	   1
8vo	[12], 485, [13], 46, 39, [1] p.	511	   1
4to	[4], 100, [4] p.	108	   1
4to	[6], 100, [4] p.	110	   1
8vo	[22], 146, 149-288, 299-310 p.	332	   1
2fo	[14], 448, 445-638, [2], 100, [32] p., [6] leaves of plates	698	   1
NA	[2], 40 p.	42	   1
2fo	[2], 7 p.	9	   1
8vo	[2], 728, [4], 731-1428, [38] p.	1472	   1
4to	[2], 10, 9-72 p.	74	   1
8vo	[34], 120, 97-120, 145-405, [33] p.	472	   1
4to	[3], 2-6 p.	8	   1
8vo	[4], 180 p., [1] leaf of plates	186	   1
8vo	[26], 54 p.	80	   1
4to	[22], 592 , [8] p.	622	   1
2fo	[40], 104, 109-178, 175-302, 301-325, [1], 349-664, 669-772, [42] p.	855	   1
12mo	[4], 233, [3] p., [6] leaves of plates	252	   1
4to	[1], 3, 5-8 p.	9	   1
